StichtagDatJahr,QuarSort,QuarCd,QuarLang,KreisSort,WegOrtSort,WegOrtLang,WegBezirkSort,WegBezirkLang,WegKtSort,WegKtLang,WegLandSort,WegLandLang,WegRegionSort,WegRegionLang,WegKontinentSort,WegKontinentLang,AnzWezuWir
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,41,041,"Werd",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8231,"Portugal",15,"Südwesteuropa",1,"Europa",2
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8345,"Senegal",22,"Ostafrika",2,"Afrika",1
2014,12,012,"Hochschulen",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8223,"Luxemburg",14,"Westeuropa",1,"Europa",1
2014,11,011,"Rathaus",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8227,"Niederlande",14,"Westeuropa",1,"Europa",7
2014,121,121,"Saatlen",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,41,041,"Werd",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,73,073,"Hirslanden",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8262,"Litauen",12,"Osteuropa",1,"Europa",1
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,83,083,"Weinegg",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",8
2014,91,091,"Albisrieden",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",4
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8227,"Niederlande",14,"Westeuropa",1,"Europa",5
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",5
2014,83,083,"Weinegg",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",1
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",3
2014,23,023,"Leimbach",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",3
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",2
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,74,074,"Witikon",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",1
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8607,"Neuseeland",56,"Südliches Ozeanien",5,"Ozeanien",3
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",4
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",2
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",13
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",1
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8607,"Neuseeland",56,"Südliches Ozeanien",5,"Ozeanien",1
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",6
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",2
2014,82,082,"Mühlebach",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",9
2014,74,074,"Witikon",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",2
2014,73,073,"Hirslanden",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",4
2014,41,041,"Werd",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",1
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8231,"Portugal",15,"Südwesteuropa",1,"Europa",16
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",4
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",6
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",2
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8336,"Nigeria",24,"Westafrika",2,"Afrika",1
2014,33,033,"Friesenberg",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",1
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8534,"Philippinen",47,"Südostasien",4,"Asien",4
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8607,"Neuseeland",56,"Südliches Ozeanien",5,"Ozeanien",3
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",26
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8432,"Peru",35,"Mittleres Südamerika",3,"Amerika",3
2014,24,024,"Enge",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",10
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",4
2014,14,014,"City",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",1
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8432,"Peru",35,"Mittleres Südamerika",3,"Amerika",1
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8432,"Peru",35,"Mittleres Südamerika",3,"Amerika",3
2014,11,011,"Rathaus",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",4
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8431,"Paraguay",35,"Mittleres Südamerika",3,"Amerika",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8535,"Saudi-Arabien",44,"Westasien",4,"Asien",11
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8262,"Litauen",12,"Osteuropa",1,"Europa",0
2014,82,082,"Mühlebach",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8432,"Peru",35,"Mittleres Südamerika",3,"Amerika",3
2014,91,091,"Albisrieden",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8326,"Libyen",21,"Nordafrika",2,"Afrika",1
2014,24,024,"Enge",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8535,"Saudi-Arabien",44,"Westasien",4,"Asien",6
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8336,"Nigeria",24,"Westafrika",2,"Afrika",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",6
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",4
2014,11,011,"Rathaus",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8431,"Paraguay",35,"Mittleres Südamerika",3,"Amerika",1
2014,71,071,"Fluntern",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8432,"Peru",35,"Mittleres Südamerika",3,"Amerika",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",8
2014,52,052,"Escher Wyss",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8222,"Liechtenstein",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",13
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",11
2014,83,083,"Weinegg",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",2
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",2
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,74,074,"Witikon",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",8
2014,73,073,"Hirslanden",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,71,071,"Fluntern",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",10
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,23,023,"Leimbach",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,13,013,"Lindenhof",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8505,"Myanmar",47,"Südostasien",4,"Asien",0
2014,42,042,"Langstrasse",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8505,"Myanmar",47,"Südostasien",4,"Asien",1
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",1
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",1
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",7
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8431,"Paraguay",35,"Mittleres Südamerika",3,"Amerika",3
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8254,"Montenegro",17,"Südosteuropa",1,"Europa",1
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",6
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",5
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",6
2014,11,011,"Rathaus",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",14
2014,52,052,"Escher Wyss",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",2
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8431,"Paraguay",35,"Mittleres Südamerika",3,"Amerika",0
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",1
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",2
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",8
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",11
2014,51,051,"Gewerbeschule",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",6
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8263,"Moldova",12,"Osteuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8263,"Moldova",12,"Osteuropa",1,"Europa",4
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",10
2014,33,033,"Friesenberg",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,23,023,"Leimbach",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",3
2014,13,013,"Lindenhof",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",2
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",1
2014,115,115,"Oerlikon",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",4
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8228,"Norwegen",11,"Nordeuropa",1,"Europa",1
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",18
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",3
2014,11,011,"Rathaus",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",4
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8232,"Rumänien",17,"Südosteuropa",1,"Europa",2
2014,24,024,"Enge",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8430,"Panama",33,"Zentralamerika",3,"Amerika",1
2014,73,073,"Hirslanden",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",1
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8550,"Palästina",44,"Westasien",4,"Asien",1
2014,72,072,"Hottingen",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",16
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8222,"Liechtenstein",13,"Zentraleuropa",1,"Europa",2
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8232,"Rumänien",17,"Südosteuropa",1,"Europa",1
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8222,"Liechtenstein",13,"Zentraleuropa",1,"Europa",4
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",7
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",5
2014,83,083,"Weinegg",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",8
2014,91,091,"Albisrieden",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",5
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",1
2014,82,082,"Mühlebach",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",6
2014,82,082,"Mühlebach",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8232,"Rumänien",17,"Südosteuropa",1,"Europa",3
2014,74,074,"Witikon",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",4
2014,42,042,"Langstrasse",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,73,073,"Hirslanden",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",6
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",5
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8232,"Rumänien",17,"Südosteuropa",1,"Europa",3
2014,123,123,"Hirzenbach",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",2
2014,71,071,"Fluntern",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",16
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",6
2014,41,041,"Werd",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",5
2014,52,052,"Escher Wyss",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",10
2014,33,033,"Friesenberg",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",3
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8533,"Pakistan",46,"Südasien",4,"Asien",1
2014,33,033,"Friesenberg",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8232,"Rumänien",17,"Südosteuropa",1,"Europa",1
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",30
2014,24,024,"Enge",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",3
2014,52,052,"Escher Wyss",5,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",2
2014,121,121,"Saatlen",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",9
2014,72,072,"Hottingen",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8539,"Südkorea",42,"Ostasien",4,"Asien",1
2014,23,023,"Leimbach",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",3
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8231,"Portugal",15,"Südwesteuropa",1,"Europa",19
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8506,"Sri Lanka",46,"Südasien",4,"Asien",3
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8535,"Saudi-Arabien",44,"Westasien",4,"Asien",5
2014,111,111,"Affoltern",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",4
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",6
2014,23,023,"Leimbach",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8542,"Thailand",47,"Südostasien",4,"Asien",3
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8542,"Thailand",47,"Südostasien",4,"Asien",5
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8230,"Polen",13,"Zentraleuropa",1,"Europa",10
2014,72,072,"Hottingen",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8248,"Serbien",17,"Südosteuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",18
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8343,"Sambia",26,"Südafrika",2,"Afrika",3
2014,102,102,"Wipkingen",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8222,"Liechtenstein",13,"Zentraleuropa",1,"Europa",4
2014,101,101,"Höngg",10,9999,"Ausland",9999,"Ausland",99,"Ausland",8427,"Mexiko",33,"Zentralamerika",3,"Amerika",3
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",4
2014,92,092,"Altstetten",9,9999,"Ausland",9999,"Ausland",99,"Ausland",8229,"Österreich",13,"Zentraleuropa",1,"Europa",27
2014,71,071,"Fluntern",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",3
2014,24,024,"Enge",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8353,"Tansania",22,"Ostafrika",2,"Afrika",1
2014,83,083,"Weinegg",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8427,"Mexiko",33,"Zentralamerika",3,"Amerika",5
2014,21,021,"Wollishofen",2,9999,"Ausland",9999,"Ausland",99,"Ausland",8353,"Tansania",22,"Ostafrika",2,"Afrika",1
2014,63,063,"Oberstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8565,"Tadschikistan",43,"Zentralasien",4,"Asien",1
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8264,"Russland",12,"Osteuropa",1,"Europa",10
2014,61,061,"Unterstrass",6,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",3
2014,44,044,"Hard",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",2
2014,81,081,"Seefeld",8,9999,"Ausland",9999,"Ausland",99,"Ausland",8427,"Mexiko",33,"Zentralamerika",3,"Amerika",1
2014,12,012,"Hochschulen",1,9999,"Ausland",9999,"Ausland",99,"Ausland",8234,"Schweden",11,"Nordeuropa",1,"Europa",2
2014,41,041,"Werd",4,9999,"Ausland",9999,"Ausland",99,"Ausland",8349,"Südafrika",26,"Südafrika",2,"Afrika",1
2014,119,119,"Seebach",11,9999,"Ausland",9999,"Ausland",99,"Ausland",8539,"Südkorea",42,"Ostasien",4,"Asien",2
2014,72,072,"Hottingen",7,9999,"Ausland",9999,"Ausland",99,"Ausland",8427,"Mexiko",33,"Zentralamerika",3,"Amerika",1
2014,122,122,"Schwamendingen-Mitte",12,9999,"Ausland",9999,"Ausland",99,"Ausland",8236,"Spanien",15,"Südwesteuropa",1,"Europa",7
